paper_id,tsne_x,tsne_y,pca_x,pca_y,true_class
96218,1.5058626,38.445477,-1.1566132,0.74855644,24
127827,41.25907,19.128187,5.6613827,2.8576176,28
102814,59.439587,15.432273,10.607728,4.549036,28
65943,19.965012,-4.2483997,0.8511015,-1.5174882,36
11505,-42.280655,36.25931,-2.803123,1.7625341,16
100938,-8.562701,-11.523155,-1.0407414,-0.5855854,10
148277,-34.10847,-32.608723,-2.5944333,-1.1362231,30
71755,18.897089,-26.501741,0.9231831,-2.681667,36
39455,49.048573,-17.172352,1.4560019,-1.8626201,20
160591,-17.120243,10.001498,-1.7572062,1.4223794,5
154628,-13.01866,2.366473,-1.7793918,1.1206834,5
5860,-3.492787,-22.51027,-0.7952462,-1.493335,27
142155,45.0733,14.924183,5.074956,1.226681,28
103851,4.889923,-27.833729,-1.588657,-1.9305003,23
148029,-38.561306,10.668201,-2.6584218,2.0609207,16
29701,-42.329456,-24.15701,-1.6562421,-0.8802522,30
160702,-28.512478,-22.60174,-2.1996865,-0.17210191,30
94027,-8.528618,4.3364115,0.045029044,1.0219642,13
1109,-43.859375,28.669575,-2.957183,2.235289,16
98748,23.528578,2.3697293,1.7879893,0.7257925,4
16227,49.98699,7.8131905,5.4003105,1.0447673,28
88090,0.49264318,40.34113,-1.7835298,1.2306144,16
71802,55.19358,-4.740718,1.4168748,-1.1187456,9
57400,-4.0112157,30.446655,1.30717,0.8802968,19
127356,32.397797,23.786184,4.6355333,3.1389363,8
75154,-50.91624,26.179668,-3.4418712,2.9108496,16
72601,-53.10129,29.848513,-5.8473854,4.814199,16
52352,32.51611,22.90305,3.6563354,2.6643193,28
13861,-13.362678,-37.266727,-0.8244878,-0.18216974,26
11475,35.60762,-3.6119137,2.8887992,-1.5851774,34
61655,-31.369465,-22.416302,-2.2730598,-0.23322004,30
42426,-27.328003,15.973006,-2.061328,1.5061867,24
78822,-33.63299,-24.738735,-1.4180263,-0.46885866,30
94727,-29.74974,-23.067867,-2.2002826,-0.31506902,30
16450,15.913959,-1.3543342,0.66043127,-1.064877,3
108332,-42.80185,7.047138,-2.2920413,1.129302,30
129008,8.5009165,12.824521,1.693865,1.1105683,28
70225,41.525356,26.663918,5.302268,3.2028627,28
52264,-46.27909,22.746906,-2.4966507,1.3299139,16
42984,-20.77848,-1.622281,-2.6028342,0.19159874,24
59197,-20.11746,34.2734,-1.9181422,0.8313203,6
42975,-27.889584,28.476877,-1.2515268,0.8363819,16
72277,-46.64335,26.94353,-3.2031329,2.6284227,16
53669,-24.395954,-2.3364573,-1.6038134,0.37971076,30
74333,-35.830563,25.00654,-0.5771108,1.8220835,16
90797,12.685313,-8.154089,-0.64391065,-0.9838665,19
22051,36.54196,-9.957314,1.9445444,-2.1579547,34
115311,25.233246,-38.7262,0.8593575,-3.9539669,22
91108,-39.17049,32.24023,-3.0279236,2.2928073,27
160461,-1.4796385,1.4347042,-0.4559769,-1.3137412,0
115654,17.696299,33.32284,2.594749,2.5118268,28
26186,13.108821,16.880375,0.92840564,1.2083583,4
104520,17.488834,-22.277632,2.1222568,-0.43326908,36
111498,-55.988293,17.228008,-2.4324863,2.6546102,16
35372,-21.913965,-26.599794,-1.4767092,-0.5734095,24
6676,40.500088,29.257036,5.1730046,3.946458,28
147647,-29.126642,-21.618574,-1.5892805,-0.62852055,10
116997,31.751797,-15.736435,1.3215808,-2.5300007,36
29064,-13.363203,-31.686499,-2.111118,-2.0939734,24
90466,34.406124,26.559729,3.360273,2.5079794,28
109760,-11.1281595,29.240751,-1.8934331,0.042852044,24
158135,1.4445204,11.145135,-1.1973084,1.4929093,24
150138,-22.96849,7.626403,-2.1312888,1.5201074,4
101853,-18.701096,-29.238178,-1.2112417,-2.362021,31
100805,-16.20545,-29.103027,-1.5032328,-2.3309386,26
98772,-49.987747,24.931438,-3.9832087,2.832848,16
6095,-34.05238,-29.137716,-2.5824783,-0.9848011,30
7881,2.5575793,-46.417507,-0.96167535,-1.719531,37
19058,-11.14802,29.433544,-1.750904,-0.07073969,24
74368,27.534885,-32.913933,1.5232784,-2.8421905,2
25493,28.964813,22.631062,3.3526917,2.1845834,8
154711,-40.77049,-24.748077,-2.4675288,-1.068861,30
65778,29.464886,-17.332504,1.6703168,-3.5888245,34
21884,-16.333601,36.965607,-1.8562902,1.3309894,27
155168,-21.324526,-30.089163,-1.9768894,-0.99288625,30
87419,4.402274,22.917374,0.09991026,-1.096297,5
18483,-13.35732,11.552857,-0.03266442,0.4156997,18
29474,-41.89424,10.504474,-1.654378,2.1766121,16
129391,-25.312035,-16.615149,-2.1049836,-0.099015355,21
153860,-46.372692,7.468681,-2.994444,1.3835449,30
106494,-41.203327,-31.134264,-3.218791,-0.41871804,30
50994,0.21845423,-6.240917,-1.1455084,-0.6306779,24
37526,-11.29161,7.147757,-0.16856992,0.48573512,15
52040,51.29537,30.305601,6.7512045,4.1458054,28
75079,-37.211105,-30.314222,-2.4871368,-1.6889734,30
64131,-15.898738,31.623175,-1.8352847,0.9430939,13
103995,-24.44605,15.404829,-2.5714092,1.5003324,16
136307,-22.865759,35.171494,-2.5152693,0.28698593,27
109161,-12.963549,29.054157,-1.6546597,0.59911436,27
109045,-32.50972,9.807809,-2.8512492,1.9779186,16
4543,9.229617,-3.384266,-1.1885136,1.0526386,16
149825,-20.403894,-35.076603,-2.18249,-1.3523383,26
113026,-29.017443,17.10818,-2.9619834,1.9946213,16
42860,34.5077,21.279875,3.4344645,2.296705,8
167579,-30.509724,-23.011814,-2.3618758,-0.24469864,30
111391,-14.563292,-0.61167103,-1.4786776,1.0045573,16
14210,-2.6382282,-34.83695,0.25018442,-1.8553026,26
7592,55.1566,11.253202,4.435075,-0.20446593,28
138301,34.544666,-33.97846,2.2382994,-2.272176,33
47145,2.2887907,-11.30128,-1.2965467,-0.20743668,16
75389,31.55759,22.787014,3.848359,2.5732617,8
70011,56.044964,17.981483,2.5407047,2.1393325,28
38642,19.097902,30.79125,1.6359833,1.2616148,34
42801,57.76957,7.127243,2.7044206,1.2037244,28
13247,43.56384,28.58584,5.832163,3.6757717,28
143577,-11.212348,24.673847,-1.5488858,-0.21967047,24
17144,2.1022027,5.7052007,0.46196187,-0.74474746,24
80030,-30.686583,19.325994,-3.7425756,3.237834,16
128098,-13.643333,6.1189904,-1.2158097,0.5581304,24
157635,3.2848637,11.0623045,0.6728426,0.6965179,5
129441,-40.47108,16.699984,-2.5503826,0.52076125,30
107557,-24.266247,-29.377283,-2.1070092,-1.2427914,3
143187,16.472628,26.19883,1.4214338,1.7028637,19
55174,-1.603198,-24.876747,-0.63287246,-1.1925457,6
149618,-20.408262,38.56375,-0.7546505,0.9902882,27
49694,37.13076,31.411808,5.3615303,5.194724,28
116922,22.326769,30.108309,0.9399048,2.1443744,28
158858,58.84186,9.63557,2.4906583,3.6141696,28
158590,14.028035,-37.238995,0.45513177,-3.6209967,2
86182,0.27456263,-6.4509954,-0.8180645,-1.0096045,24
91536,-21.904211,35.167267,-1.7404618,0.5718034,10
105749,-22.748835,-11.807882,-1.4421726,-0.33596414,24
26888,-16.564732,6.41306,-1.4112843,0.99040735,24
56186,-28.024189,0.07986549,-1.9627811,1.1014348,24
147583,38.353043,-20.935621,2.104907,-2.0738974,34
37133,30.882887,17.036148,1.0820445,1.1935167,24
51201,-13.790192,32.875443,-2.4772053,0.8582345,24
3725,-17.388472,27.155237,-2.0157135,1.1134048,24
80108,-37.29486,17.088663,-1.9245589,1.8131616,16
134573,-6.4652724,-2.484299,-0.82645196,0.49970287,24
107401,14.860842,29.452204,-0.21040154,3.1448216,16
151190,-7.191669,26.399548,-0.32163346,-0.97578126,5
30877,40.786495,27.95505,5.461861,3.12328,28
89430,-28.191553,13.864314,-2.5492215,1.5730202,16
130933,33.455296,-17.6798,1.879151,-1.6159124,9
32926,8.098571,1.7318099,-0.6284747,-1.0611012,5
124510,37.241127,33.41935,6.132385,3.2779949,28
51424,-36.28623,-28.802801,-2.4697757,-1.8230617,30
165725,-13.059571,-34.61458,-2.114268,-3.218047,26
690,-42.558098,36.763794,-2.9138782,1.7584519,16
72314,-38.19626,31.2244,-3.0150166,2.4907522,16
126809,-7.946954,-17.85171,-1.5652003,-2.2025437,10
79356,-7.006413,-41.21775,0.6562928,-1.4235091,26
90934,33.59366,20.36537,3.3576002,2.0562453,8
39951,19.36742,-31.920376,0.05773878,-1.683955,29
46056,52.39433,13.388869,3.0225887,0.39192736,28
153624,17.639181,-1.8790883,-0.6815213,-1.447717,35
67158,38.82484,28.768682,1.8565515,3.5895588,28
89981,-19.03829,38.344566,-0.55578667,0.6763261,11
143425,34.6989,28.938786,4.34973,4.031575,28
91859,-42.723465,-24.742298,-2.33077,-1.446342,30
165892,-35.033123,14.435499,-3.0736418,2.2240784,16
23493,17.25008,-38.94206,-0.18960214,-4.181459,22
124873,26.222544,11.502602,1.6990062,0.7303502,8
114340,-23.403168,11.934666,-2.5363402,1.8103023,17
41344,10.624784,-3.49411,-1.1961,-0.6170251,32
147427,10.181288,21.833189,1.8081146,1.6581664,28
158985,45.42907,34.043434,9.500648,5.611342,28
112327,-16.91235,-7.801019,-1.5990998,-0.5752179,24
92369,-15.9502325,3.933799,-1.189147,-0.4209904,16
97901,-44.763657,31.22021,-3.3228912,2.4570632,16
53009,-36.36089,12.671781,-2.5424633,2.0377116,16
103360,-29.06113,-34.140297,-1.9763381,-1.2726331,10
161727,5.8536696,4.413995,0.81747186,-2.4746163,0
160213,-10.775547,39.65642,1.4125808,0.91085964,19
141336,17.705479,-18.470636,0.15927947,-3.1186376,36
78534,-43.934895,-33.402622,-4.3560443,-3.799826,30
99311,13.146154,16.909685,1.8231837,1.6660433,4
148696,18.808174,31.205713,1.7359811,2.1624904,28
23240,-4.2670584,-15.080636,-0.70183414,-0.93244344,10
114414,-9.784294,21.047647,-0.76544946,0.733337,21
154374,22.978449,-22.217762,4.023299,-2.9844158,36
150701,-40.282146,12.316268,-1.7970527,2.0641956,16
14133,-3.058445,24.545446,0.43013215,0.69522405,19
133827,35.12549,-14.574924,1.4879805,-1.4685376,34
97776,-15.310697,3.3379478,-0.6186419,-0.5600894,13
136150,-21.84447,6.351658,-2.3195724,1.4718251,24
95493,12.3518505,-35.178352,0.13657367,-3.7873375,23
33453,18.596949,32.54317,2.579945,1.7457557,28
146773,37.43945,20.77341,2.2279272,2.7143786,28
133810,41.63801,31.152582,7.0664587,4.3802285,8
114652,16.876795,-25.090126,0.88126934,-3.5853093,2
158162,-29.205864,4.6339326,-3.049261,2.3327546,16
121630,-17.876202,41.969723,0.050973415,-0.46664506,27
114987,9.920168,-8.820189,-0.85562474,-0.033373713,24
103773,-40.684647,20.240587,-0.9156391,2.5232434,16
135717,-5.16824,-9.976915,-0.8577921,-0.27302992,24
85115,-46.69114,10.08062,-1.8970985,0.34113464,16
5957,-30.30601,3.0133603,-3.1530967,1.2155526,16
46507,-4.005021,-42.35965,1.4063243,-3.7784388,26
85910,-31.520292,-3.5664265,-2.3653967,1.302311,16
131256,-1.8170125,-11.901917,-2.6376295,-1.901263,24
3393,-32.642525,16.769722,-3.1252823,1.5674435,16
123317,-11.85873,36.726852,-2.7622948,1.4475859,24
91146,-15.231273,36.680786,-1.5791945,0.9483402,19
166486,7.5476947,-26.038254,-1.4815655,-1.4360907,23
126458,41.179523,31.171314,7.000634,4.972649,8
110571,-11.007299,29.377531,-2.3246605,0.38869438,13
131831,-15.196391,9.757692,-1.4740131,1.3101771,13
55949,30.317997,17.412766,1.6182057,0.80728656,19
22071,43.8188,30.460209,8.159788,4.174319,28
57455,44.0892,-19.067995,1.788282,-2.3637724,34
127736,-43.052734,14.126267,-1.8708005,1.7619643,16
142032,15.951392,-19.271807,0.83747923,-0.75561255,36
625,26.728668,-36.14654,1.2415341,-1.9902093,33
95882,33.313633,-9.664728,1.865883,-3.1894474,5
112778,46.574135,-11.644097,1.985578,-2.156173,34
38774,49.10547,7.920335,3.6213336,0.2732083,28
79422,38.808617,-8.379444,2.499845,-1.1582472,28
130959,15.446457,-34.924507,-0.28819823,-3.016475,22
98263,-29.64833,25.867367,-2.1473694,3.5696125,16
33150,57.608273,11.365107,4.35066,1.7945685,28
65430,6.1929216,-43.221016,-0.74335,-3.6159513,37
64343,-27.694708,10.986251,-2.059657,2.1467264,16
120381,-17.59215,-29.232853,-1.5455141,-1.1082366,31
118130,56.19004,7.0579076,3.4819021,0.16172624,28
45220,-9.130638,-17.417107,-0.3700809,-2.7828317,10
6138,40.544895,28.091612,5.7394676,3.3534074,28
122896,14.561474,6.2854714,0.93387115,-0.11905265,4
27165,-17.912838,40.944607,-1.3926021,0.61661726,27
76735,44.90413,14.91808,4.7924094,0.9947574,28
56501,23.035051,-23.935675,4.074238,-1.7684929,36
49244,30.162125,3.3445444,1.5831119,-1.6105597,19
45410,40.517746,-21.971018,2.868176,-2.5789542,39
159294,-15.32455,-38.142902,-0.62771803,-1.0441515,26
121669,-13.871419,-35.626747,-0.996555,-1.8939784,26
57137,-21.179127,12.86191,-1.931089,1.6457293,16
9655,-16.81569,-36.965073,-1.2875546,-0.32382256,26
84640,-39.221214,32.107555,-3.069504,2.3439023,16
40607,-42.539234,-8.996546,-2.1247768,1.5715675,25
68561,29.977512,-25.102955,0.82291305,-2.041312,9
52615,50.056885,22.0571,5.9002013,2.9641905,28
25013,-40.636227,5.777043,-2.4542484,0.81609726,24
3128,-33.258224,-28.03886,-2.9578366,-0.9541512,30
144554,32.47011,17.025072,3.20226,1.605422,29
89810,22.395956,-20.541529,1.3227948,-2.2104237,36
151508,13.498033,-13.687161,-0.17707253,-0.67538315,31
40447,-27.302124,-36.899197,-0.7731398,-0.99230164,38
109196,-12.12743,28.279158,-1.6073115,0.46004403,24
68065,38.847134,26.972013,5.1121445,2.770938,28
350,-45.191254,-10.689412,-2.0953481,2.0697389,25
69677,20.805891,-18.501955,-0.0152282715,-1.2713339,36
116802,-21.685377,-33.732513,-1.4750077,-1.3309121,26
103811,-43.484535,8.951328,-2.5378776,2.055719,16
7251,-16.231653,-38.3642,-0.9123237,-1.0158482,26
30433,-14.122873,27.585754,-1.7402554,0.75735223,10
77630,27.665354,6.7524953,1.901245,1.1087221,8
82692,17.15176,32.178238,1.62424,1.9793282,28
127979,44.545944,-21.605215,2.4204302,-2.4868658,34
135646,46.527157,-22.332508,2.3693275,-3.418051,34
68553,-8.835775,-27.682552,-1.6018956,-0.20827907,4
155510,40.053722,-16.24624,1.5086719,-1.902895,39
123917,-26.480934,-42.87734,-0.10596955,-1.5180767,38
55452,-6.6160336,-37.889942,-0.40275514,-0.68256706,26
162369,6.5322285,-41.016563,0.38148916,-2.3113666,37
134770,-28.090832,-22.688011,-1.8279608,-0.23931706,30
96158,-26.872679,-40.95446,-0.4947725,-0.89748186,38
81022,32.749027,17.91666,3.7069888,2.0722325,28
141431,-13.2311325,-10.812261,-1.4776635,0.014929056,5
112667,4.3784943,15.152721,0.63881576,-1.222975,20
102293,27.944899,18.678259,2.135109,0.7714744,8
5223,51.238102,18.31752,4.953915,1.9929762,28
50349,46.53753,-11.670959,1.252262,-2.242794,34
18675,-50.47905,27.694038,-2.8469896,2.3681219,16
32030,29.345066,0.7075301,1.3410634,-0.9443101,34
150957,6.700611,-41.783566,0.07220924,-2.5768285,24
41471,17.922733,35.122997,3.7823715,3.6936042,28
54075,6.9796963,-44.760307,0.007473588,-5.8927116,37
14460,20.219349,8.32582,-0.3957411,-0.11860454,4
15645,39.10116,-26.637602,3.0540638,-4.4474964,9
114277,-18.988068,-17.211658,-2.672446,-0.3585505,3
121221,3.958625,-28.635666,-0.9450484,-0.81081146,3
111673,-37.569447,-34.242107,-2.9869184,-1.5509036,30
155700,37.269146,-14.460567,1.8857516,-1.5089664,20
158450,39.59584,-30.287355,2.086886,-5.381992,9
18169,1.3439292,-34.62043,0.80697334,-1.2000551,26
168798,-14.119082,12.899801,-1.2878323,1.9601519,18
123429,-39.393154,18.194553,-2.2691925,1.6047112,16
125522,-34.2662,1.6757882,-2.6129558,1.0617089,24
113969,36.784615,24.707022,3.625381,2.7396405,28
101742,-6.362455,1.9653759,-1.033868,0.41641188,24
70546,-41.748432,-28.72601,0.041404963,-2.3866713,30
35267,28.021515,22.655909,2.7256646,2.7530196,8
90237,44.002903,26.79694,4.3940406,3.2359152,28
148609,-52.735348,23.597296,-4.3403106,3.4193363,16
130910,-22.691292,-3.96996,-2.2887878,0.10881859,24
57920,-6.667994,-4.475562,-1.4192717,0.44644064,24
19482,-30.197712,12.412212,-2.5582705,1.830137,16
84111,-29.523363,22.397379,-1.1846159,2.8157196,16
102953,-41.604088,7.498829,-2.183174,1.0858206,6
79789,-39.5483,13.604724,-1.990711,1.2785344,16
148903,-39.3056,-33.543552,-2.4251895,-1.3408413,30
57007,-33.352226,-21.989351,-2.53731,-0.21218902,30
101860,2.998478,-41.998573,-0.44884253,-2.722253,31
69894,-27.10046,2.1648152,-1.9244465,1.8302851,24
154023,-12.719351,31.791212,-1.8333714,0.11968088,27
77687,49.861736,20.384653,5.4348383,2.8608646,28
150436,-43.293484,-32.338684,-2.1299832,-3.5913575,30
106274,43.169853,16.67069,6.7801476,1.4172232,28
99415,22.579838,32.764812,2.3663836,3.4787142,28
60056,-8.784171,42.297455,1.0874673,2.8351924,19
29957,-16.260538,0.37371883,-1.617041,0.61204964,24
115054,56.08458,18.230175,2.2435527,2.4465616,28
150574,56.534496,14.036193,4.822776,1.2143962,28
123312,47.761047,-24.692583,3.6370153,-6.390763,34
43191,20.89748,-9.215707,1.1253272,-3.1365237,37
154407,40.670506,34.90238,9.203207,6.218504,28
9138,-29.833529,-30.512373,-1.6595728,-1.2675037,30
138409,40.838665,-24.13167,2.5204887,-2.8113604,9
166530,-10.66338,30.475386,-2.266973,0.37663928,24
98299,1.8032727,-2.9220164,0.9975594,-0.56174356,24
36480,-26.828293,-0.67079407,-2.0452976,1.2596841,24
102705,-39.094055,8.654728,-3.1581798,1.8198719,16
31329,36.84064,6.4601755,4.001633,0.12437832,8
46655,1.3584198,4.4786325,0.058093786,-0.99803835,0
73585,23.635553,9.532016,2.049943,1.4669603,8
40795,-26.144035,-40.088123,-1.3196545,-1.1159947,38
50566,36.31962,-24.663975,0.5083988,-2.005044,9
22670,-0.5922196,-32.287685,0.65798604,-0.8087804,36
68984,4.510788,15.187171,-0.081789136,-1.3720634,20
57213,48.9657,23.106894,5.75785,3.1925943,28
35978,16.838911,30.725647,1.001598,3.3969626,16
53353,37.3383,17.659386,2.829142,2.635675,28
85354,-34.98458,31.941217,-1.9361625,2.0603364,16
98192,31.904768,-34.942226,2.5316854,-2.5645757,33
2532,43.26759,-18.50286,1.2579602,-3.0372024,34
10823,-2.244044,-10.205397,-1.221238,-0.43048447,24
165999,42.230183,30.469381,7.037614,4.566223,28
94239,-21.414263,41.685925,-0.994135,-0.20812953,27
167842,-12.241177,-37.000313,-0.302567,0.91239715,6
106107,-42.08225,-32.91853,-3.0867035,-2.11149,30
156422,-5.097236,-1.635682,-0.27030647,0.70133054,24
127946,18.482275,15.6256275,1.3979424,1.5633323,8
100926,-47.684216,-8.174249,-1.6095233,-0.7868064,25
36864,-30.853527,2.9248273,-2.6005511,1.0219989,16
75310,-38.96806,2.3741882,-1.1119115,0.2359365,16
148013,26.879202,12.170877,1.3249668,0.55123293,21
143013,-19.600166,-32.487183,-0.81386656,-0.62842256,4
29277,-3.4297001,-40.866364,-0.7058964,-3.5689747,37
165218,-44.20595,-10.92321,-2.043187,1.6739088,24
52070,14.810706,29.169298,-0.33139396,2.6504579,16
34605,-16.145826,-41.039265,-2.5516446,-2.0498474,26
106460,2.6172862,-5.9887533,0.27584708,-0.5379568,24
23211,31.348587,23.39837,4.5677347,2.453642,8
89990,47.9225,13.570836,2.5922456,0.4945701,34
144398,-25.16654,-43.123512,-0.8587777,-1.7612007,38
125358,-1.2968372,2.5334704,-1.2336912,-0.7895624,7
112410,2.103895,-7.497488,0.1837064,-0.82014424,24
141409,26.626854,14.411765,3.5325112,0.34219816,4
60634,-44.600277,23.72711,-3.1279674,2.3839984,16
5908,-21.368843,22.372206,-1.1281233,0.8197385,7
74488,24.260878,-36.22893,0.9063307,-3.2271771,2
60250,-43.559334,24.795227,-2.0186634,2.337776,16
8199,30.378729,14.175368,2.4835234,1.0352181,8
164366,35.932236,24.080395,3.6433034,2.6772056,28
41123,-9.419135,35.806736,-0.87657773,-0.23576313,10
28573,-38.444847,-23.406158,-2.4471812,-0.8586975,30
22066,-11.444661,32.07666,-1.5661815,0.4026529,24
104813,-16.71976,-9.49696,-0.74956673,0.40943015,10
33165,14.28493,-41.690567,-0.21291888,-3.2906168,2
150359,-12.721806,-11.022369,-1.4506181,-0.15591317,24
141331,-9.446211,18.564957,-1.6596907,0.7132723,24
129427,-43.398544,8.749142,-3.032137,2.1868403,16
133979,-17.65789,-36.639393,-1.2858882,-1.1088574,26
102123,-45.751194,13.577831,-2.8053823,1.9303751,16
145642,56.140587,13.212375,4.623545,1.1211116,28
14345,36.76065,-16.4575,1.7004324,-0.7940236,24
43767,11.888807,0.49624896,-0.29778886,0.98647785,24
95261,5.910294,-44.640526,1.1988589,-3.687856,37
104058,46.01342,-22.376705,2.4106898,-3.909598,39
60987,19.450163,-0.7453816,0.44011855,-1.0446095,35
43852,26.40427,12.566242,1.934749,1.848274,8
45450,-24.149094,7.3541746,-2.4047213,1.4874153,16
72047,-32.80253,-29.385284,-2.3429294,-1.1555746,30
161839,-38.141674,8.905043,-2.2973013,1.7852609,24
20899,32.9547,18.362633,4.339973,2.9935143,8
88822,55.937977,9.765145,3.2814083,2.521363,28
139720,7.555077,0.05708689,-0.47420818,-3.6224396,5
21872,24.731665,-20.928635,3.0627747,-2.5290592,36
100942,11.970248,7.8944135,1.272561,-0.78119737,15
140282,37.138786,-34.61148,2.5716376,-2.36673,33
43366,27.783012,11.8105,2.673592,2.2640388,5
125647,-8.166759,33.99396,-0.98383397,-1.9854813,10
142489,-23.787363,-31.119837,-2.5048215,-1.5362399,24
1922,-37.12266,-22.41137,-2.895782,-0.09474373,30
13216,15.168131,9.017839,2.5720334,1.3985317,4
121719,22.591867,-19.345379,1.3332816,-0.9423136,36
45857,-38.77904,5.3045883,-2.4690762,1.6475208,16
135681,-35.11273,-25.427515,-2.8836327,-0.30770493,30
80137,17.80596,-11.833994,-0.60731864,-2.6370482,5
165462,33.08698,24.33853,5.732857,2.8553615,8
17917,-7.9185405,3.4683654,-1.1856604,0.7941061,24
129083,-15.213802,-4.122001,-1.9175143,0.4868933,24
38806,18.547035,7.8184733,-0.43688816,0.32682735,3
39544,46.540157,-14.043925,1.325862,-1.2746067,20
129567,41.095997,-15.286803,1.5458704,-2.1962245,34
146640,30.219639,-29.297523,2.765295,-3.3405674,36
112323,-28.70457,16.872332,-2.7069993,1.821208,16
148004,13.795841,-32.43654,-1.169994,-2.347288,2
87474,-17.045593,-20.869623,-1.715851,-1.3045115,10
9293,25.431055,3.5212748,3.1958952,0.6477696,8
147555,-25.756227,6.086305,-2.0184362,0.94880354,4
35156,-9.817385,11.017595,-2.4633255,2.4800017,13
31931,58.57496,12.072468,5.9755807,1.7647533,28
106428,-26.710466,17.569914,-2.9374743,1.9833944,16
91801,-12.495944,-3.8201313,-1.5772791,0.12003571,24
146456,23.817799,17.967955,0.07747543,1.7668374,8
143445,28.033295,-16.038498,-0.17081797,-1.2135675,34
34625,3.996196,-28.274496,-1.123261,-1.5451574,23
151568,23.028944,6.813688,1.1208228,0.22092548,8
32561,43.06793,30.903128,7.442604,4.523743,28
30277,25.078522,-18.088428,1.3815438,-3.0610993,34
150346,33.173466,14.854665,2.967104,0.9550768,28
136520,35.5667,-8.117906,2.3414626,-2.9849396,34
69524,18.486557,-2.9856956,0.2833414,-1.9156942,4
37267,-26.021149,34.81566,-2.5604942,1.2855384,16
47189,16.687433,-3.2064362,-0.5667561,-0.5573816,5
82037,0.59969854,-5.7932463,-0.8487611,-0.52393335,24
20072,52.231636,21.71366,7.074461,1.9802406,28
21358,26.795374,28.911232,2.7177596,2.6278348,28
132415,47.69921,-18.997698,2.401031,-3.176447,34
75600,-29.210468,10.127083,-2.6794002,1.9636831,24
89503,-6.423994,25.6692,-0.08707881,-1.8118267,27
95732,-18.804592,-0.851131,-1.724571,-0.19184136,13
30528,25.580647,0.84336203,0.5218532,-0.86262304,8
111084,31.134476,31.862503,2.0250044,2.9830365,28
145267,-56.6108,21.158827,-3.3131213,3.7013144,24
59931,20.07886,-38.754433,0.04091263,-3.8911183,22
101904,34.016922,-34.323174,3.0899444,-3.3185022,33
143307,20.390902,32.27869,2.5034952,1.849122,28
40551,8.205731,-25.24666,-0.14396524,-2.8090663,23
5067,-11.829904,30.93725,-1.8727455,0.12226069,24
49908,-23.741053,-27.740534,-2.1447139,-1.0668013,24
69142,13.924164,-32.544388,-1.1337144,-2.3691633,2
132391,38.775333,-19.771935,1.6602386,-1.1523044,34
